year,location_abbr,locationdesc,class,topic,question,response,break_out,breakout_category,sample_size,data_value,confidence_limit_low,confidence_limit_high,display_order,data_value_unit,data_value_type,data_value_footnote_symbol,data_value_footnote,datasource,class_id,topic_id,locationid,breakout_id,breakout_category_id,questionid,responseid,geolocation
2002,16620,"Charleston, WV Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,380,65.9,61.5,70.3,34,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,16620,BO1,CAT1,DRNKANY3,RESP054,POINT (-81.6599215 38.2894132)
2002,16620,"Charleston, WV Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,194,34.1,29.7,38.5,33,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,16620,BO1,CAT1,DRNKANY3,RESP046,POINT (-81.6599215 38.2894132)
2002,16940,"Cheyenne, WY Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,232,41.0,36.4,45.6,34,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,16940,BO1,CAT1,DRNKANY3,RESP054,POINT (-104.660395 41.2928302)
2002,16940,"Cheyenne, WY Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,327,59.0,54.4,63.6,33,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,16940,BO1,CAT1,DRNKANY3,RESP046,POINT (-104.660395 41.2928302)
2002,16974,"Chicago-Naperville-Joliet, IL Metropolitan Division",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,1078,42.1,39.8,44.4,34,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,16974,BO1,CAT1,DRNKANY3,RESP054,POINT (-88.1291018 41.8078305)
2002,16974,"Chicago-Naperville-Joliet, IL Metropolitan Division",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,1642,57.9,55.6,60.2,33,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,16974,BO1,CAT1,DRNKANY3,RESP046,POINT (-88.1291018 41.8078305)
2002,17140,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,460,47.1,41.8,52.4,34,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,17140,BO1,CAT1,DRNKANY3,RESP054,POINT (-84.4634977 39.0785794)
2002,17140,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,385,52.9,47.6,58.2,33,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,17140,BO1,CAT1,DRNKANY3,RESP046,POINT (-84.4634977 39.0785794)
2002,17900,"Columbia, SC Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,255,51.2,46.1,56.3,33,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,17900,BO1,CAT1,DRNKANY3,RESP046,POINT (-81.0405973 34.0841749)
2002,17900,"Columbia, SC Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,261,48.8,43.7,53.9,34,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,17900,BO1,CAT1,DRNKANY3,RESP054,POINT (-81.0405973 34.0841749)
2002,18180,"Concord, NH Micropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,379,63.4,58.9,67.9,33,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,18180,BO1,CAT1,DRNKANY3,RESP046,POINT (-71.6801295 43.2994849)
2002,18180,"Concord, NH Micropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,211,36.6,32.1,41.1,34,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,18180,BO1,CAT1,DRNKANY3,RESP054,POINT (-71.6801295 43.2994849)
2002,19124,"Dallas-Plano-Irving, TX Metropolitan Division",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,379,42.7,38.8,46.6,34,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,19124,BO1,CAT1,DRNKANY3,RESP054,POINT (-96.5710128 32.8992276)
2002,19124,"Dallas-Plano-Irving, TX Metropolitan Division",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,502,57.3,53.4,61.2,33,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,19124,BO1,CAT1,DRNKANY3,RESP046,POINT (-96.5710128 32.8992276)
2002,19380,"Dayton, OH Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,278,45.7,39.9,51.5,34,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,19380,BO1,CAT1,DRNKANY3,RESP054,POINT (-84.2680556 39.8060106)
2002,19380,"Dayton, OH Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,311,54.3,48.5,60.1,33,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,19380,BO1,CAT1,DRNKANY3,RESP046,POINT (-84.2680556 39.8060106)
2002,19740,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,1232,67.7,65.2,70.2,33,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,19740,BO1,CAT1,DRNKANY3,RESP046,POINT (-104.9024639 39.4344245)
2002,19740,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,641,32.3,29.8,34.8,34,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,19740,BO1,CAT1,DRNKANY3,RESP054,POINT (-104.9024639 39.4344245)
2002,19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,374,60.5,56.1,64.9,33,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,19780,BO1,CAT1,DRNKANY3,RESP046,POINT (-93.9434507 41.5449263)
2002,19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,250,39.5,35.1,43.9,34,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,19780,BO1,CAT1,DRNKANY3,RESP054,POINT (-93.9434507 41.5449263)
2002,19804,"Detroit-Dearborn-Livonia, MI Metropolitan Division",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,398,56.7,52.3,61.1,33,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,19804,BO1,CAT1,DRNKANY3,RESP046,POINT (-83.2619533 42.2846636)
2002,19804,"Detroit-Dearborn-Livonia, MI Metropolitan Division",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,301,43.3,38.9,47.7,34,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,19804,BO1,CAT1,DRNKANY3,RESP054,POINT (-83.2619533 42.2846636)
2002,20100,"Dover, DE Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,647,48.5,45.1,51.9,34,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,20100,BO1,CAT1,DRNKANY3,RESP054,POINT (-75.496246 39.0935078)
2002,20100,"Dover, DE Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,651,51.5,48.1,54.9,33,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,20100,BO1,CAT1,DRNKANY3,RESP046,POINT (-75.496246 39.0935078)
2002,20500,"Durham-Chapel Hill, NC Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,255,52.5,43.9,61.1,34,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,20500,BO1,CAT1,DRNKANY3,RESP054,POINT (-79.0969897 35.995536)
2002,20500,"Durham-Chapel Hill, NC Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,369,47.5,38.9,56.1,33,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,20500,BO1,CAT1,DRNKANY3,RESP046,POINT (-79.0969897 35.995536)
2002,20764,"Edison-New Brunswick, NJ Metropolitan Division",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,1332,65.3,61.4,69.2,33,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,20764,BO1,CAT1,DRNKANY3,RESP046,POINT (-74.2974534 40.1757018)
2002,20764,"Edison-New Brunswick, NJ Metropolitan Division",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,775,34.7,30.8,38.6,34,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,20764,BO1,CAT1,DRNKANY3,RESP054,POINT (-74.2974534 40.1757018)
2002,21604,"Essex County, MA Metropolitan Division",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,263,30.5,26.5,34.5,34,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,21604,BO1,CAT1,DRNKANY3,RESP054,POINT (-70.8651056 42.642716)
2002,21604,"Essex County, MA Metropolitan Division",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,504,69.5,65.5,73.5,33,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,21604,BO1,CAT1,DRNKANY3,RESP046,POINT (-70.8651056 42.642716)
2002,22020,"Fargo, ND-MN Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,390,71.5,66.5,76.5,33,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,22020,BO1,CAT1,DRNKANY3,RESP046,POINT (-96.9597366 46.9156482)
2002,22020,"Fargo, ND-MN Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,183,28.5,23.5,33.5,34,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,22020,BO1,CAT1,DRNKANY3,RESP054,POINT (-96.9597366 46.9156482)
2002,22500,"Florence, SC Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,340,38.9,34.6,43.2,33,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,22500,BO1,CAT1,DRNKANY3,RESP046,POINT (-79.8060793 34.1537745)
2002,22500,"Florence, SC Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,540,61.1,56.8,65.4,34,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,22500,BO1,CAT1,DRNKANY3,RESP054,POINT (-79.8060793 34.1537745)
2002,24660,"Greensboro-High Point, NC Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,309,39.1,34.5,43.7,33,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,24660,BO1,CAT1,DRNKANY3,RESP046,POINT (-79.7926333 36.0252039)
2002,24660,"Greensboro-High Point, NC Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,573,60.9,56.3,65.5,34,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,24660,BO1,CAT1,DRNKANY3,RESP054,POINT (-79.7926333 36.0252039)
2002,25540,"Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,1375,66.5,63.9,69.1,33,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,25540,BO1,CAT1,DRNKANY3,RESP046,POINT (-72.5738951 41.7186225)
2002,25540,"Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,689,33.5,30.9,36.1,34,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,25540,BO1,CAT1,DRNKANY3,RESP054,POINT (-72.5738951 41.7186225)
2002,25900,"Hilo, HI Micropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,695,49.6,46.4,52.8,34,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,25900,BO1,CAT1,DRNKANY3,RESP054,POINT (-155.5024434 19.5977643)
2002,25900,"Hilo, HI Micropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,669,50.4,47.2,53.6,33,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,25900,BO1,CAT1,DRNKANY3,RESP046,POINT (-155.5024434 19.5977643)
2002,26180,"Honolulu, HI Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,1531,53.4,51.2,55.6,34,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,26180,BO1,CAT1,DRNKANY3,RESP054,POINT (-158.2019755 21.4613641)
2002,26180,"Honolulu, HI Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,1260,46.6,44.4,48.8,33,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,26180,BO1,CAT1,DRNKANY3,RESP046,POINT (-158.2019755 21.4613641)
2002,26420,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,507,44.0,40.6,47.4,34,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,26420,BO1,CAT1,DRNKANY3,RESP054,POINT (-95.34262 29.8010046)
2002,26420,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,653,56.0,52.6,59.4,33,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,26420,BO1,CAT1,DRNKANY3,RESP046,POINT (-95.34262 29.8010046)
2002,26580,"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,131,31.8,25.4,38.2,33,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,26580,BO1,CAT1,DRNKANY3,RESP046,POINT (-82.5471087 38.4075778)
2002,26580,"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,449,68.2,61.8,74.6,34,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,26580,BO1,CAT1,DRNKANY3,RESP054,POINT (-82.5471087 38.4075778)
2002,26900,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,541,41.7,38.5,44.9,34,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,26900,BO1,CAT1,DRNKANY3,RESP054,POINT (-86.2607838 39.6990545)
2002,26900,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,726,58.3,55.1,61.5,33,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,26900,BO1,CAT1,DRNKANY3,RESP046,POINT (-86.2607838 39.6990545)
